individual name,age in years or age-sex category,forearm length (cm),actual gap crossed (AGC) (m),crossing behaviour,takeoff support
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,R,liana
Juni,AF,"35,38",2,R,liana
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",3,R+APP,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,S+APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",0,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",2,APP,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,R,liana
Juni,AF,"35,38",2,R,liana
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,S,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",2,R+APP,liana
Juni,AF,"35,38",2,R,liana
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",2,APP,branch
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",2,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",3,R,liana
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",2,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",4,R,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",0,NCU,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",3,S+APP,liana
Juni,AF,"35,38",2,R+APP,branch
Juni,AF,"35,38",2,R+APP,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",4,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,APP,branch
Juni,AF,"35,38",1,APP,branch
Juni,AF,"35,38",2,APP,branch
Juni,AF,"35,38",1,APP,liana
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",1,APP,branch
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,branch
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,APP,branch
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,NCU,branch
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",0,NCU,liana
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",0,APP,branch
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,R,branch
Juni,AF,"35,38",2,R,liana
Juni,AF,"35,38",2,R+APP,liana
Juni,AF,"35,38",1,R,liana
Juni,AF,"35,38",1,R,liana
Juni,AF,"35,38",1,R,liana
Juni,AF,"35,38",2,R+APP,branch
Juni,AF,"35,38",2,R+APP,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",3,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",2,R,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,APP,trunk
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,NCU,branch
Juni,AF,"35,38",1,NCU,trunk
Juni,AF,"35,38",2,R+APP,branch
Juni,AF,"35,38",1,R,trunk
Juni,AF,"35,38",1,APP,branch
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,R,liana
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,APP,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",2,R,liana
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",5,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",1,NCU,liana
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",0,NCU,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,NCU,liana
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,R,liana
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,R+APP,branch
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",5,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,R,liana
Kerry,AF,"37,98",1,R,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,liana
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,R,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",5,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,S+APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",5,S+APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,liana
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,liana
Kerry,AF,"37,98",1,R,liana
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,liana
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,liana
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R,liana
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",5,R,trunk
Kerry,AF,"37,98",1,APP,liana
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",2,R+APP,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",0,NCU,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",3,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",2,APP,branch
Kerry,AF,"37,98",2,APP,trunk
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",3,R+APP,trunk
Kerry,AF,"37,98",2,R+APP,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",1,APP,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,branch
Kerry,AF,"37,98",1,NCU,liana
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",4,R,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,NCU,trunk
Kerry,AF,"37,98",1,APP,trunk
Kerry,AF,"37,98",4,R+APP,branch
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",2,R,trunk
Kerry,AF,"37,98",0,NCU,branch
Kerry,AF,"37,98",0,NCU,branch
